titles,desc,valid
Desenvolvedor de software,"Projeto NgolaFarma: é um projecto para gestão de farmácias desde faturação até o controle de stock. nesse projecto desenvolvi os módulos de faturação que são POS e o ERT, cuidei da construção e versionamento da aplicação, fiz a ofuscação da solução para poder evitar piratarias do mesmo projecto.Tecnologias Usadas: C# | Sql Server | Html 5 | css 3 | Javascript | Php 7 | Jquery / Bootstrap 4 | Adobe Xd | Git | Github | Observação de solução.Projeto Kitanda: é um projecto para vendas, o projecto começou e não chegou a ser terminado devido alguns probleminhas mas trabalhei simplesmente na UI do projecto.Tecnologias Usadas: Adobe Xd | Mindmap | Wireframe | Icon 8 | Design System.",fullstack
Desenvolvedor Back End,"Projeto Santa Gaeta: desenvolvi a landing page da empresa, fiz a integração com serviços de envio de email para reter a notificação dos clientes que solicitam por serviços, cuidei também da parte administrativa do mesmo site empresarial.Tecnologias Usadas: Adobe Xd | Mind Map | Wireframe | Html 5 | Css 3 | Javascript | Bootstrap 4 | JQuery | Font Awesome | Git | GitHub | Php | Laravel | Postgres | Jwt | Solid | Git | Github.",fullstack
Software Architect,"Alignment of business architecture with technical teams, development and integration of APIs, new technologies POCs, development and scalable application projects using modern technologies such as Node, Angular, MongoDB, Azure and others.",fullstack
Senior Software Engineer,"Development of new application architecture, integration with CRM Salesforce and Java APIs using the Angular 9, Git and Scrum framework in Claro Brasil, BR Petrobras, Serasa Experian, Caixa and others projects and clients.",front
Front-end Engineer,"Reestruturação de arquitetura e desenvolvimento de aplicações web(SPA) utilizando a REST API da plataforma VTEX com front-end em Angular 7+, manutenção de legado em Vue.js e outras bibliotecas para o ecommerce de seguros da MetLife Brasil.",front
Fullstack PHP Developer,"Desenvolvimento de custom themes/plugins na plataforma WordPress, utilizando PHP, JS, HTML, CSS, SASS e consumo de diversas APIs em diversos projetos do mercado financeiro (Ibovespa) de empresas como Banco do Brasil, Caixa, Petrobras, Petrorio, Oi, Eucatex, Restoque e outras.",fullstack
"Front-end, PHP Developer & UX Designer","Desenvolvimento de protótipos visuais (UI & UX), front-end e integração de sites no CMS WordPress, utilizando HTML/CSS/JavaScript e bibliotecas de apoio como jQuery e outras.",front
Backend Engineer,"Software developer at NTT DATA, allocated in ITAÚ unibanco, working with scrum methodology, API Node.js, AWS, Angular, React, CassandraDB, unittest and development new features in a chatbot.",fullstack
Full Stack Developer,"Software developer at Exense Mobi , working with scrum methodology, API Node.js, AWS, Angular, React, Python, DynamoDB, Mysql, unittest, improvements code and development new features.",fullstack
Coordenador de desenvolvimento,"Gestão de um time com mais de 30 pessoas, focado no desenvolvimento da conta digital da DMCard, utilizando Python e Node JS no Back-End, Flutter para o aplicativo híbrido e Kubernetes para subir toda a infraestrutura necessária no projeto.",back
Desenvolvedor full stack,"Desenvolvimento de vários serviços da conta digital utilizando Python e Node com a abordagem de arquitetura limpa. Utilizando Starlette e FastAPI como flamework de APIs e nos serviços de Node, utilizando Restify. Também foram utilizadas outras ferramentas para o desenvolvimento dos micro serviços, como Mongo DB, Redis, Rabbit MQ, Elasticsearch, Docker entre outras.",back
Full Stack Developer,"A Prepi é uma plataforma de s-commerce para varejistas integrada às mídias sociais para publicidade, ajudando varejistas de pequenas e médias empresas que vendem produtos físicos por meio de redes sociais a aumentar as vendas online com ferramentas, estratégia e comunidade.Como Desenvolvedor na Prepi, eu trabalhei desenvolvendo o aplicativo híbrido em React Native, o site Web em Vue JS e o Backend em Node JS e PHP, além de subir toda a infraestrutura da Prepi na AWS.",mobile-fullstack
CTO,"A Prepi é uma plataforma de s-commerce para varejistas integrada às mídias sociais para publicidade, ajudando varejistas de pequenas e médias empresas que vendem produtos físicos por meio de redes sociais a aumentar as vendas online com ferramentas, estratégia e comunidade.Como CTO eu trabalhei gerenciando o time de desenvolvimento e definindo as ferramentas que deveriamos utilizar na empresa.",indefinido
CTO,A Porquin foi uma startup focada em valorizar e conquistar clientes por meio de um serviço de fidelização desenvolvido para ajudar varejistas a estimular e mensurar o engajamento do consumidor com suas lojas.Como CTO eu trabalhei gerenciando o time de desenvolvimento e definindo as ferramentas que deveriamos utilizar na empresa.,indefinido
Full Stack Developer,"A Porquin foi uma startup focada em valorizar e conquistar clientes por meio de um serviço de fidelização desenvolvido para ajudar varejistas a estimular e mensurar o engajamento do consumidor com suas lojas.Como Desenvolvedor na Porquin, eu trabalhei desenvolvendo o aplicativo híbrido em React Native e o Backend em Node JS, além de subir toda a infraestrutura da Porquin na AWS.",mobile-fullstack
Desenvolvedor de software,"Desenvolvimento de uma sistema Web de gestão do aprendizado (ou LMS, do inglês Learning Management System) , o Amadeus. No qual no inicio eu fazia parte da equipe de backend, a qual utilizava o framework Django para o desenvolvimento do backend do sistema, depois, já no final de 2016 eu também comecei a fazer o frontend do sistema, o qual utilizava HTML5, CSS3, JavaScript, JQuery e Bootstrap.",fullstack
Analista Administrativo/Financeiro,"Empresa júnior do centro de informática da UFPE (CIn/UFPE), onde eu trabalhei como analista administrativo/financeiro, mas como é uma empresa júnior de computação, todos tinham que programa, assim eu trabalhei em dois projetos de desenvolvimento mobile, nos quais foram utilizados a plataforma Android para os seus desenvolvimentos, além de participar de um projeto de desenvolvimento Web, no qual foi desenvolvido o site institucional do processo seletivo para o CITi.",indefinido
Fullstack developer,"The Mission Brasil is the platform B2B2C that connect companies and peoples behind of services,
Our principal pillars are Legal Due Diligence, Market Research, and Indirect Sales. We can say that we are the “Uber” of services.

The objective?
Make the people use our platform and have one source of income to better your life.

Where I am acting backend, frontend and helping define architecture.

Technologies usage:
 - Javascript
 - Node.js
 - React.js
 - Postgresql
 - SNS
 - SQS
 - RDS
 - Lambda function
 - Redis

Executed follow activities:
 - Backend development
 - Frontend development
 - Implement new features on api
 - Refactor legacy code to pattern used
 - Make integration with third api 
 - Analyze the problems and propose architecture  based on the following aspects: technologies 
  domain, cost, scalability..",fullstack
Fullstack developer,"The Gobacklog is the software house where help people build your ideias using technologies. 
Where I work with: backend, frontend, infra, database and definition the applications architecture.

Where I work the follow tasks:
- I help in definition of the applications architecture based on the requirements and people needs.
- I help in analyzing the architecture, structure of the project and code quality of the projects that came in the company to keep going in the development.
- I working in the backend development
- Resolve bugs in the applications.
- Making integrations
- Making deploy of the applications in cloud
- Automate deploy of applications and backup and restore to another environments using Github actions. 
- Making  in the mobile development

Technologies that I used and I’m using:
- Node.js
- Javascript
- Docker
- Docker compose
- Droplet(Digital ocean)
- Mysql
- Socket.io
- Rest
- Flutter
- Dart
- Typescript
- Nest.js
- Lambda
- DynamoDB
- SNS
- Ec2
- Nginx
- Golang
- Github actions
- Click Up(Tool to management tasks)
- Scrum(Agile methodology)",mobile-fullstack
